GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
User Interface,com.apm.app,EmployeeUI,770,0,40,0,202,0,52,0,23,0
User Interface,com.apm.app,ContactUI,374,0,36,0,103,0,30,0,9,0
User Interface,com.apm.app,MainUI,43,0,4,0,18,0,7,0,4,0
User Interface,com.apm.app,RoleUI,356,0,24,0,94,0,36,0,22,0
